1	0.990384	0.994667	0.986714	0.893441	0.947235	0.986187
0.986187	1	0.980909	0.974225	0.91777	0.887162	0.912213
0.912213	0.947235	1	0.953224	0.922595	0.880601	0.904256
0.904256	0.887162	0.893441	1	0.931957	0.880734	0.886041
0.886041	0.880601	0.91777	0.986714	1	0.885275	0.88292
0.88292	0.880734	0.922595	0.974225	0.994667	1	0.879626
0.879626	0.885275	0.931957	0.953224	0.980909	0.990384	1
